Date,RHA,Daily_Cases,Cumulative_Cases,Active_Cases,Recoveries,Deaths
2021/07/12 05:00:00+00,Interlake-Eastern,0,3901,221,3635,45
2021/07/12 05:00:00+00,Northern,4,7911,240,7616,55
2021/07/12 05:00:00+00,Prairie Mountain Health,1,3983,79,3825,79
2021/07/12 05:00:00+00,Southern Health-Santé Sud,7,7523,141,7192,190
2021/07/12 05:00:00+00,Winnipeg,11,33618,309,32512,797
2021/07/13 05:00:00+00,All,51,56987,1001,54820,1166
2021/07/13 05:00:00+00,Interlake-Eastern,11,3912,228,3639,45
2021/07/13 05:00:00+00,Northern,0,7911,238,7618,55
2021/07/13 05:00:00+00,Prairie Mountain Health,1,3984,77,3828,79
2021/07/13 05:00:00+00,Southern Health-Santé Sud,10,7533,145,7198,190
2021/07/13 05:00:00+00,Winnipeg,29,33647,313,32537,797
2021/07/14 05:00:00+00,All,40,57027,1005,54856,1166
2021/07/14 05:00:00+00,Interlake-Eastern,16,3928,237,3646,45
2021/07/14 05:00:00+00,Northern,3,7914,240,7619,55
2021/07/14 05:00:00+00,Prairie Mountain Health,5,3989,79,3831,79
2021/07/14 05:00:00+00,Southern Health-Santé Sud,3,7536,143,7203,190
2021/07/14 05:00:00+00,Winnipeg,13,33660,306,32557,797
2021/07/15 05:00:00+00,All,39,57066,994,54904,1168
2021/07/15 05:00:00+00,Interlake-Eastern,10,3938,237,3656,45
2021/07/15 05:00:00+00,Northern,2,7916,240,7621,55
2021/07/15 05:00:00+00,Prairie Mountain Health,5,3994,75,3839,80
2021/07/15 05:00:00+00,Southern Health-Santé Sud,7,7543,143,7210,190
2021/07/15 05:00:00+00,Winnipeg,15,33675,299,32578,798
2021/07/16 05:00:00+00,All,62,57128,998,54962,1168
2021/07/16 05:00:00+00,Interlake-Eastern,15,3953,241,3667,45
2021/07/16 05:00:00+00,Northern,2,7918,240,7623,55
2021/07/16 05:00:00+00,Prairie Mountain Health,3,3997,76,3841,80
2021/07/16 05:00:00+00,Southern Health-Santé Sud,13,7556,140,7226,190
2021/07/16 05:00:00+00,Winnipeg,29,33704,301,32605,798
2021/07/17 05:00:00+00,All,50,57178,976,55034,1168
2021/07/17 05:00:00+00,Interlake-Eastern,7,3960,243,3672,45
2021/07/17 05:00:00+00,Northern,5,7923,242,7626,55
2021/07/17 05:00:00+00,Prairie Mountain Health,4,4001,75,3846,80
2021/07/17 05:00:00+00,Southern Health-Santé Sud,7,7563,140,7233,190
2021/07/17 05:00:00+00,Winnipeg,27,33731,276,32657,798
2021/07/18 05:00:00+00,All,26,57204,965,55070,1169
2021/07/18 05:00:00+00,Interlake-Eastern,5,3965,240,3680,45
2021/07/18 05:00:00+00,Northern,0,7923,242,7626,55
2021/07/18 05:00:00+00,Prairie Mountain Health,0,4001,75,3846,80
2021/07/18 05:00:00+00,Southern Health-Santé Sud,9,7572,141,7241,190
2021/07/18 05:00:00+00,Winnipeg,12,33743,267,32677,799
2021/07/19 05:00:00+00,All,30,57234,956,55107,1171
2021/07/19 05:00:00+00,Interlake-Eastern,5,3970,241,3684,45
2021/07/19 05:00:00+00,Northern,5,7928,245,7628,55
2021/07/19 05:00:00+00,Prairie Mountain Health,2,4003,75,3848,80
2021/07/19 05:00:00+00,Southern Health-Santé Sud,10,7582,140,7250,192
2021/07/19 05:00:00+00,Winnipeg,8,33751,255,32697,799
2021/07/20 05:00:00+00,All,38,57272,956,55143,1173
2021/07/20 05:00:00+00,Interlake-Eastern,13,3983,250,3688,45
2021/07/20 05:00:00+00,Northern,2,7930,246,7629,55
2021/07/20 05:00:00+00,Prairie Mountain Health,2,4005,76,3849,80
2021/07/20 05:00:00+00,Southern Health-Santé Sud,10,7592,135,7264,193
2021/07/20 05:00:00+00,Winnipeg,11,33762,249,32713,800
2021/07/21 05:00:00+00,All,49,57321,574,55574,1173
2021/07/21 05:00:00+00,Interlake-Eastern,13,3996,150,3801,45
2021/07/21 05:00:00+00,Northern,4,7934,101,7778,55
2021/07/21 05:00:00+00,Prairie Mountain Health,2,4007,47,3880,80
2021/07/21 05:00:00+00,Southern Health-Santé Sud,12,7604,62,7349,193
2021/07/21 05:00:00+00,Winnipeg,18,33780,214,32766,800
2021/07/22 05:00:00+00,All,36,57357,582,55601,1174
2021/07/22 05:00:00+00,Interlake-Eastern,19,4015,162,3808,45
2021/07/22 05:00:00+00,Northern,1,7935,102,7778,55
2021/07/22 05:00:00+00,Prairie Mountain Health,2,4009,47,3882,80
2021/07/22 05:00:00+00,Southern Health-Santé Sud,4,7608,58,7357,193
2021/07/22 05:00:00+00,Winnipeg,10,33790,213,32776,801
2021/07/23 05:00:00+00,All,62,57419,597,55648,1174
2021/07/23 05:00:00+00,Interlake-Eastern,31,4046,187,3814,45
2021/07/23 05:00:00+00,Northern,7,7942,109,7778,55
2021/07/23 05:00:00+00,Prairie Mountain Health,3,4012,50,3882,80
2021/07/23 05:00:00+00,Southern Health-Santé Sud,7,7615,55,7367,193
2021/07/23 05:00:00+00,Winnipeg,14,33804,196,32807,801
2021/07/24 05:00:00+00,All,27,57446,593,55678,1175
2021/07/24 05:00:00+00,Interlake-Eastern,16,4062,195,3822,45
2021/07/24 05:00:00+00,Northern,0,7942,108,7778,56
2021/07/24 05:00:00+00,Prairie Mountain Health,2,4014,50,3884,80
2021/07/24 05:00:00+00,Southern Health-Santé Sud,6,7621,56,7372,193
2021/07/24 05:00:00+00,Winnipeg,3,33807,184,32822,801
2021/07/25 05:00:00+00,All,15,57461,574,55711,1176
2021/07/25 05:00:00+00,Interlake-Eastern,2,4064,191,3828,45
2021/07/25 05:00:00+00,Northern,0,7942,106,7780,56
2021/07/25 05:00:00+00,Prairie Mountain Health,0,4014,50,3884,80
2021/07/25 05:00:00+00,Southern Health-Santé Sud,5,7626,57,7375,194
2021/07/25 05:00:00+00,Winnipeg,8,33815,170,32844,801
2021/07/26 05:00:00+00,All,16,57477,547,55753,1177
2021/07/26 05:00:00+00,Interlake-Eastern,3,4067,190,3831,46
2021/07/26 05:00:00+00,Northern,2,7944,107,7781,56
2021/07/26 05:00:00+00,Prairie Mountain Health,2,4016,49,3887,80
2021/07/26 05:00:00+00,Southern Health-Santé Sud,5,7631,55,7382,194
2021/07/26 05:00:00+00,Winnipeg,4,33819,146,32872,801
2021/07/27 05:00:00+00,All,28,57505,542,55786,1177
2021/07/27 05:00:00+00,Interlake-Eastern,17,4084,202,3836,46
2021/07/27 05:00:00+00,Northern,1,7945,106,7783,56
2021/07/27 05:00:00+00,Prairie Mountain Health,2,4018,50,3888,80
2021/07/27 05:00:00+00,Southern Health-Santé Sud,2,7633,50,7389,194
2021/07/27 05:00:00+00,Winnipeg,6,33825,134,32890,801
2021/07/28 05:00:00+00,All,54,57559,565,55815,1179
2021/07/28 05:00:00+00,Interlake-Eastern,20,4104,216,3842,46
2021/07/28 05:00:00+00,Northern,13,7958,116,7786,56
2021/07/28 05:00:00+00,Prairie Mountain Health,1,4019,50,3889,80
2021/07/28 05:00:00+00,Southern Health-Santé Sud,6,7639,49,7394,196
2021/07/28 05:00:00+00,Winnipeg,14,33839,134,32904,801
2021/07/29 05:00:00+00,All,40,57599,574,55845,1180
2021/07/29 05:00:00+00,Interlake-Eastern,13,4117,222,3849,46
2021/07/29 05:00:00+00,Northern,9,7967,121,7790,56
2021/07/29 05:00:00+00,Prairie Mountain Health,2,4021,50,3891,80
2021/07/29 05:00:00+00,Southern Health-Santé Sud,4,7643,48,7399,196
2021/07/29 05:00:00+00,Winnipeg,12,33851,133,32916,802
2021/07/30 05:00:00+00,All,20,57619,570,55866,1183
2021/07/30 05:00:00+00,Interlake-Eastern,6,4123,225,3851,47
2021/07/30 05:00:00+00,Northern,2,7969,120,7793,56
2021/07/30 05:00:00+00,Prairie Mountain Health,0,4021,48,3893,80
2021/07/30 05:00:00+00,Southern Health-Santé Sud,5,7648,50,7402,196
2021/07/30 05:00:00+00,Winnipeg,7,33858,127,32927,804
2021/07/31 05:00:00+00,All,33,57652,570,55899,1183
2021/07/31 05:00:00+00,Interlake-Eastern,11,4134,230,3857,47
2021/07/31 05:00:00+00,Northern,1,7970,119,7795,56
2021/07/31 05:00:00+00,Prairie Mountain Health,1,4022,47,3895,80
2021/07/31 05:00:00+00,Southern Health-Santé Sud,8,7656,56,7404,196
2021/07/31 05:00:00+00,Winnipeg,12,33870,118,32948,804
2021/08/01 05:00:00+00,All,20,57672,559,55930,1183
2021/08/01 05:00:00+00,Interlake-Eastern,4,4138,222,3869,47
2021/08/01 05:00:00+00,Northern,0,7970,119,7795,56
2021/08/01 05:00:00+00,Prairie Mountain Health,0,4022,45,3897,80
2021/08/01 05:00:00+00,Southern Health-Santé Sud,1,7657,52,7409,196
2021/08/01 05:00:00+00,Winnipeg,15,33885,121,32960,804
2021/08/02 05:00:00+00,All,21,57693,568,55942,1183
2021/08/02 05:00:00+00,Interlake-Eastern,0,4138,221,3870,47
2021/08/02 05:00:00+00,Northern,2,7972,120,7796,56
2021/08/02 05:00:00+00,Prairie Mountain Health,1,4023,44,3899,80
2021/08/02 05:00:00+00,Southern Health-Santé Sud,4,7661,56,7409,196
2021/08/02 05:00:00+00,Winnipeg,14,33899,127,32968,804
2021/08/03 05:00:00+00,All,13,57706,563,55959,1184
2021/08/03 05:00:00+00,Interlake-Eastern,6,4144,224,3873,47
2021/08/03 05:00:00+00,Northern,0,7972,119,7797,56
2021/08/03 05:00:00+00,Prairie Mountain Health,0,4023,40,3903,80
2021/08/03 05:00:00+00,Southern Health-Santé Sud,1,7662,52,7414,196
2021/08/03 05:00:00+00,Winnipeg,6,33905,128,32972,805
2021/08/04 05:00:00+00,All,34,57740,575,55981,1184
2021/08/04 05:00:00+00,Interlake-Eastern,16,4160,237,3876,47
2021/08/04 05:00:00+00,Northern,1,7973,117,7800,56
2021/08/04 05:00:00+00,Prairie Mountain Health,0,4023,40,3903,80
2021/08/04 05:00:00+00,Southern Health-Santé Sud,6,7668,51,7421,196
2021/08/04 05:00:00+00,Winnipeg,11,33916,130,32981,805
2021/08/05 05:00:00+00,All,25,57765,583,55998,1184
2021/08/05 05:00:00+00,Interlake-Eastern,15,4175,246,3882,47
2021/08/05 05:00:00+00,Northern,0,7973,115,7802,56
2021/08/05 05:00:00+00,Prairie Mountain Health,1,4024,41,3903,80
2021/08/05 05:00:00+00,Southern Health-Santé Sud,2,7670,50,7424,196
2021/08/05 05:00:00+00,Winnipeg,7,33923,131,32987,805
2021/08/06 05:00:00+00,All,29,57794,597,56013,1184
2021/08/06 05:00:00+00,Interlake-Eastern,10,4185,255,3883,47
2021/08/06 05:00:00+00,Northern,1,7974,111,7807,56
2021/08/06 05:00:00+00,Prairie Mountain Health,1,4025,41,3904,80
2021/08/06 05:00:00+00,Southern Health-Santé Sud,6,7676,52,7428,196
2021/08/06 05:00:00+00,Winnipeg,11,33934,138,32991,805
2021/08/07 05:00:00+00,All,46,57840,610,56046,1184
2021/08/07 05:00:00+00,Interlake-Eastern,20,4205,266,3892,47
2021/08/07 05:00:00+00,Northern,3,7977,112,7809,56
2021/08/07 05:00:00+00,Prairie Mountain Health,0,4025,40,3905,80
2021/08/07 05:00:00+00,Southern Health-Santé Sud,3,7679,43,7440,196
2021/08/07 05:00:00+00,Winnipeg,20,33954,149,33000,805
2021/08/08 05:00:00+00,All,24,57864,616,56063,1185
2021/08/08 05:00:00+00,Interlake-Eastern,3,4208,267,3894,47
2021/08/08 05:00:00+00,Northern,6,7983,116,7811,56
2021/08/08 05:00:00+00,Prairie Mountain Health,2,4027,40,3907,80
2021/08/08 05:00:00+00,Southern Health-Santé Sud,8,7687,44,7447,196
2021/08/08 05:00:00+00,Winnipeg,5,33959,149,33004,806
2021/08/09 05:00:00+00,All,24,57888,618,56084,1186
2021/08/09 05:00:00+00,Interlake-Eastern,6,4214,267,3900,47
2021/08/09 05:00:00+00,Northern,2,7985,115,7814,56
2021/08/09 05:00:00+00,Prairie Mountain Health,0,4027,40,3907,80
2021/08/09 05:00:00+00,Southern Health-Santé Sud,3,7690,42,7451,197
2021/08/09 05:00:00+00,Winnipeg,13,33972,154,33012,806
2021/08/10 05:00:00+00,All,36,57924,621,56115,1188
2021/08/10 05:00:00+00,Interlake-Eastern,9,4223,270,3906,47
2021/08/10 05:00:00+00,Northern,0,7985,115,7814,56
2021/08/10 05:00:00+00,Prairie Mountain Health,1,4028,40,3907,81
2021/08/10 05:00:00+00,Southern Health-Santé Sud,13,7703,46,7460,197
2021/08/10 05:00:00+00,Winnipeg,13,33985,150,33028,807
2021/08/11 05:00:00+00,All,29,57953,625,56139,1189
2021/08/11 05:00:00+00,Interlake-Eastern,5,4228,269,3911,48
2021/08/11 05:00:00+00,Northern,3,7988,117,7815,56
2021/08/11 05:00:00+00,Prairie Mountain Health,3,4031,41,3909,81
2021/08/11 05:00:00+00,Southern Health-Santé Sud,6,7709,44,7468,197
2021/08/11 05:00:00+00,Winnipeg,12,33997,154,33036,807
2021/08/12 05:00:00+00,All,22,57975,617,56169,1189
2021/08/12 05:00:00+00,Interlake-Eastern,6,4234,268,3918,48
2021/08/12 05:00:00+00,Northern,1,7989,117,7816,56
2021/08/12 05:00:00+00,Prairie Mountain Health,2,4033,41,3911,81
2021/08/12 05:00:00+00,Southern Health-Santé Sud,2,7711,39,7475,197
2021/08/12 05:00:00+00,Winnipeg,11,34008,152,33049,807
2021/08/13 05:00:00+00,All,23,57998,615,56194,1189
2021/08/13 05:00:00+00,Interlake-Eastern,5,4239,265,3926,48
2021/08/13 05:00:00+00,Northern,3,7992,116,7820,56
2021/08/13 05:00:00+00,Prairie Mountain Health,1,4034,41,3912,81
2021/08/13 05:00:00+00,Southern Health-Santé Sud,4,7715,40,7478,197
2021/08/13 05:00:00+00,Winnipeg,10,34018,153,33058,807
2021/08/14 05:00:00+00,All,29,58027,631,56207,1189
2021/08/14 05:00:00+00,Interlake-Eastern,3,4242,267,3927,48
2021/08/14 05:00:00+00,Northern,5,7997,121,7820,56
2021/08/14 05:00:00+00,Prairie Mountain Health,3,4037,43,3913,81
2021/08/14 05:00:00+00,Southern Health-Santé Sud,7,7722,45,7480,197
2021/08/14 05:00:00+00,Winnipeg,11,34029,155,33067,807
2021/08/15 05:00:00+00,All,30,58057,643,56225,1189
2021/08/15 05:00:00+00,Interlake-Eastern,4,4246,268,3930,48
2021/08/15 05:00:00+00,Northern,2,7999,119,7824,56
2021/08/15 05:00:00+00,Prairie Mountain Health,0,4037,43,3913,81
2021/08/15 05:00:00+00,Southern Health-Santé Sud,2,7724,44,7483,197
2021/08/15 05:00:00+00,Winnipeg,22,34051,169,33075,807
2021/08/16 05:00:00+00,All,16,58073,612,56272,1189
2021/08/16 05:00:00+00,Interlake-Eastern,2,4248,263,3937,48
2021/08/16 05:00:00+00,Northern,2,8001,120,7825,56
2021/08/16 05:00:00+00,Prairie Mountain Health,0,4037,43,3913,81
2021/08/16 05:00:00+00,Southern Health-Santé Sud,6,7730,44,7489,197
2021/08/16 05:00:00+00,Winnipeg,6,34057,142,33108,807
2021/08/17 05:00:00+00,All,37,58110,624,56297,1189
2021/08/17 05:00:00+00,Interlake-Eastern,4,4252,264,3940,48
2021/08/17 05:00:00+00,Northern,9,8010,122,7832,56
2021/08/17 05:00:00+00,Prairie Mountain Health,2,4039,44,3914,81
2021/08/17 05:00:00+00,Southern Health-Santé Sud,14,7744,49,7498,197
2021/08/17 05:00:00+00,Winnipeg,8,34065,145,33113,807
2021/08/18 05:00:00+00,All,27,58137,353,56595,1189
2021/08/18 05:00:00+00,Interlake-Eastern,1,4253,96,4109,48
2021/08/18 05:00:00+00,Northern,1,8011,65,7890,56
2021/08/18 05:00:00+00,Prairie Mountain Health,5,4044,20,3943,81
2021/08/18 05:00:00+00,Southern Health-Santé Sud,7,7751,40,7514,197
2021/08/18 05:00:00+00,Winnipeg,13,34078,132,33139,807
2021/08/19 05:00:00+00,All,44,58181,351,56641,1189
2021/08/19 05:00:00+00,Interlake-Eastern,4,4257,95,4114,48
2021/08/19 05:00:00+00,Northern,1,8012,61,7895,56
2021/08/19 05:00:00+00,Prairie Mountain Health,4,4048,20,3947,81
2021/08/19 05:00:00+00,Southern Health-Santé Sud,17,7768,45,7526,197
2021/08/19 05:00:00+00,Winnipeg,18,34096,130,33159,807
2021/08/20 05:00:00+00,All,41,58222,367,56666,1189
2021/08/20 05:00:00+00,Interlake-Eastern,5,4262,98,4116,48
2021/08/20 05:00:00+00,Northern,2,8014,62,7896,56
2021/08/20 05:00:00+00,Prairie Mountain Health,4,4052,23,3948,81
2021/08/20 05:00:00+00,Southern Health-Santé Sud,12,7780,45,7538,197
2021/08/20 05:00:00+00,Winnipeg,18,34114,139,33168,807
2021/08/21 05:00:00+00,All,38,58260,370,56700,1190
2021/08/21 05:00:00+00,Interlake-Eastern,7,4269,96,4124,49
2021/08/21 05:00:00+00,Northern,4,8018,65,7897,56
2021/08/21 05:00:00+00,Prairie Mountain Health,0,4052,22,3949,81
2021/08/21 05:00:00+00,Southern Health-Santé Sud,16,7796,50,7549,197
2021/08/21 05:00:00+00,Winnipeg,11,34125,137,33181,807
2021/08/22 05:00:00+00,All,33,58293,373,56730,1190
2021/08/22 05:00:00+00,Interlake-Eastern,2,4271,97,4125,49
2021/08/22 05:00:00+00,Northern,4,8022,68,7898,56
2021/08/22 05:00:00+00,Prairie Mountain Health,2,4054,23,3950,81
2021/08/22 05:00:00+00,Southern Health-Santé Sud,17,7813,54,7562,197
2021/08/22 05:00:00+00,Winnipeg,8,34133,131,33195,807
2021/08/23 05:00:00+00,All,36,58329,379,56760,1190
2021/08/23 05:00:00+00,Interlake-Eastern,8,4279,103,4127,49
2021/08/23 05:00:00+00,Northern,9,8031,73,7902,56
2021/08/23 05:00:00+00,Prairie Mountain Health,3,4057,22,3954,81
2021/08/23 05:00:00+00,Southern Health-Santé Sud,2,7815,49,7569,197
2021/08/23 05:00:00+00,Winnipeg,14,34147,132,33208,807
2021/08/24 05:00:00+00,All,100,58429,420,56819,1190
2021/08/24 05:00:00+00,Interlake-Eastern,16,4295,117,4129,49
2021/08/24 05:00:00+00,Northern,7,8038,74,7908,56
2021/08/24 05:00:00+00,Prairie Mountain Health,9,4066,29,3956,81
2021/08/24 05:00:00+00,Southern Health-Santé Sud,42,7857,69,7591,197
2021/08/24 05:00:00+00,Winnipeg,26,34173,131,33235,807
2021/08/25 05:00:00+00,All,47,58476,430,56856,1190
2021/08/25 05:00:00+00,Interlake-Eastern,2,4297,118,4130,49
2021/08/25 05:00:00+00,Northern,9,8047,80,7911,56
2021/08/25 05:00:00+00,Prairie Mountain Health,3,4069,30,3958,81
2021/08/25 05:00:00+00,Southern Health-Santé Sud,19,7876,71,7608,197
2021/08/25 05:00:00+00,Winnipeg,14,34187,131,33249,807
2021/08/26 05:00:00+00,All,34,58510,428,56892,1190
2021/08/26 05:00:00+00,Interlake-Eastern,2,4299,117,4133,49
2021/08/26 05:00:00+00,Northern,4,8051,80,7915,56
2021/08/26 05:00:00+00,Prairie Mountain Health,2,4071,28,3962,81
2021/08/26 05:00:00+00,Southern Health-Santé Sud,18,7894,70,7627,197
2021/08/26 05:00:00+00,Winnipeg,8,34195,133,33255,807
2021/08/27 05:00:00+00,All,94,58604,470,56943,1191
2021/08/27 05:00:00+00,Interlake-Eastern,5,4304,116,4138,50
2021/08/27 05:00:00+00,Northern,26,8077,104,7917,56
2021/08/27 05:00:00+00,Prairie Mountain Health,8,4079,29,3969,81
2021/08/27 05:00:00+00,Southern Health-Santé Sud,30,7924,84,7643,197
2021/08/27 05:00:00+00,Winnipeg,25,34220,137,33276,807
2021/08/28 05:00:00+00,All,48,58652,473,56987,1192
2021/08/28 05:00:00+00,Interlake-Eastern,7,4311,121,4140,50
2021/08/28 05:00:00+00,Northern,3,8080,107,7917,56
2021/08/28 05:00:00+00,Prairie Mountain Health,3,4082,31,3970,81
2021/08/28 05:00:00+00,Southern Health-Santé Sud,13,7937,77,7663,197
2021/08/28 05:00:00+00,Winnipeg,22,34242,137,33297,808
2021/08/29 05:00:00+00,All,29,58681,476,57013,1192
2021/08/29 05:00:00+00,Interlake-Eastern,1,4312,120,4142,50
2021/08/29 05:00:00+00,Northern,5,8085,112,7917,56
2021/08/29 05:00:00+00,Prairie Mountain Health,2,4084,32,3971,81
2021/08/29 05:00:00+00,Southern Health-Santé Sud,10,7947,73,7677,197
2021/08/29 05:00:00+00,Winnipeg,11,34253,139,33306,808
2021/08/30 05:00:00+00,All,31,58712,461,57058,1193
2021/08/30 05:00:00+00,Interlake-Eastern,5,4317,121,4146,50
2021/08/30 05:00:00+00,Northern,3,8088,112,7920,56
2021/08/30 05:00:00+00,Prairie Mountain Health,2,4086,33,3972,81
2021/08/30 05:00:00+00,Southern Health-Santé Sud,11,7958,72,7689,197
2021/08/30 05:00:00+00,Winnipeg,10,34263,123,33331,809
2021/08/31 05:00:00+00,All,50,58762,473,57095,1194
2021/08/31 05:00:00+00,Interlake-Eastern,6,4323,122,4151,50
2021/08/31 05:00:00+00,Northern,2,8090,112,7922,56
2021/08/31 05:00:00+00,Prairie Mountain Health,5,4091,33,3976,82
2021/08/31 05:00:00+00,Southern Health-Santé Sud,22,7980,84,7699,197
2021/08/31 05:00:00+00,Winnipeg,15,34278,122,33347,809
2021/09/01 05:00:00+00,All,39,58801,403,57204,1194
2021/09/01 05:00:00+00,Interlake-Eastern,3,4326,57,4219,50
2021/09/01 05:00:00+00,Northern,9,8099,109,7934,56
2021/09/01 05:00:00+00,Prairie Mountain Health,4,4095,37,3976,82
2021/09/01 05:00:00+00,Southern Health-Santé Sud,8,7988,79,7712,197
2021/09/01 05:00:00+00,Winnipeg,15,34293,121,33363,809
2021/09/02 05:00:00+00,All,50,58851,412,57242,1197
2021/09/02 05:00:00+00,Interlake-Eastern,7,4333,59,4224,50
2021/09/02 05:00:00+00,Northern,1,8100,109,7935,56
2021/09/02 05:00:00+00,Prairie Mountain Health,4,4099,37,3980,82
2021/09/02 05:00:00+00,Southern Health-Santé Sud,21,8009,84,7726,199
2021/09/02 05:00:00+00,Winnipeg,17,34310,123,33377,810
2021/09/03 05:00:00+00,All,41,58892,410,57284,1198
2021/09/03 05:00:00+00,Interlake-Eastern,9,4342,63,4229,50
2021/09/03 05:00:00+00,Northern,4,8104,112,7936,56
2021/09/03 05:00:00+00,Prairie Mountain Health,0,4099,33,3984,82
2021/09/03 05:00:00+00,Southern Health-Santé Sud,12,8021,75,7746,200
2021/09/03 05:00:00+00,Winnipeg,16,34326,127,33389,810
2021/09/04 05:00:00+00,All,43,58935,409,57327,1199
2021/09/04 05:00:00+00,Interlake-Eastern,8,4350,69,4231,50
2021/09/04 05:00:00+00,Northern,9,8113,114,7943,56
2021/09/04 05:00:00+00,Prairie Mountain Health,2,4101,31,3988,82
2021/09/04 05:00:00+00,Southern Health-Santé Sud,11,8032,65,7766,201
2021/09/04 05:00:00+00,Winnipeg,13,34339,130,33399,810
2021/09/05 05:00:00+00,All,32,58967,403,57364,1200
2021/09/05 05:00:00+00,Interlake-Eastern,4,4354,67,4237,50
2021/09/05 05:00:00+00,Northern,3,8116,115,7945,56
2021/09/05 05:00:00+00,Prairie Mountain Health,0,4101,26,3992,83
2021/09/05 05:00:00+00,Southern Health-Santé Sud,11,8043,64,7778,201
2021/09/05 05:00:00+00,Winnipeg,14,34353,131,33412,810
2021/09/06 05:00:00+00,All,33,59000,392,57408,1200
2021/09/06 05:00:00+00,Interlake-Eastern,4,4358,64,4244,50
2021/09/06 05:00:00+00,Northern,1,8117,116,7945,56
2021/09/06 05:00:00+00,Prairie Mountain Health,0,4101,22,3996,83
2021/09/06 05:00:00+00,Southern Health-Santé Sud,10,8053,62,7790,201
2021/09/06 05:00:00+00,Winnipeg,18,34371,128,33433,810
2021/09/07 05:00:00+00,All,54,59054,411,57442,1201
2021/09/07 05:00:00+00,Interlake-Eastern,5,4363,67,4246,50
2021/09/07 05:00:00+00,Northern,5,8122,116,7950,56
2021/09/07 05:00:00+00,Prairie Mountain Health,1,4102,22,3997,83
2021/09/07 05:00:00+00,Southern Health-Santé Sud,24,8077,77,7799,201
2021/09/07 05:00:00+00,Winnipeg,19,34390,129,33450,811
2021/09/08 05:00:00+00,All,55,59109,424,57483,1202
2021/09/08 05:00:00+00,Interlake-Eastern,9,4372,66,4255,51
2021/09/08 05:00:00+00,Northern,8,8130,120,7954,56
2021/09/08 05:00:00+00,Prairie Mountain Health,2,4104,22,3999,83
2021/09/08 05:00:00+00,Southern Health-Santé Sud,23,8100,86,7813,201
2021/09/08 05:00:00+00,Winnipeg,13,34403,130,33462,811
2021/09/09 05:00:00+00,All,98,59207,472,57532,1203
2021/09/09 05:00:00+00,Interlake-Eastern,7,4379,62,4265,52
2021/09/09 05:00:00+00,Northern,13,8143,128,7959,56
2021/09/09 05:00:00+00,Prairie Mountain Health,17,4121,37,4001,83
2021/09/09 05:00:00+00,Southern Health-Santé Sud,23,8123,94,7828,201
2021/09/09 05:00:00+00,Winnipeg,38,34441,151,33479,811
2021/09/10 05:00:00+00,All,70,59277,488,57585,1204
2021/09/10 05:00:00+00,Interlake-Eastern,3,4382,59,4270,53
2021/09/10 05:00:00+00,Northern,9,8152,132,7964,56
2021/09/10 05:00:00+00,Prairie Mountain Health,8,4129,39,4007,83
2021/09/10 05:00:00+00,Southern Health-Santé Sud,26,8149,98,7850,201
2021/09/10 05:00:00+00,Winnipeg,24,34465,160,33494,811
2021/09/11 05:00:00+00,All,59,59336,498,57634,1204
2021/09/11 05:00:00+00,Interlake-Eastern,6,4388,59,4276,53
2021/09/11 05:00:00+00,Northern,7,8159,134,7969,56
2021/09/11 05:00:00+00,Prairie Mountain Health,4,4133,39,4011,83
2021/09/11 05:00:00+00,Southern Health-Santé Sud,31,8180,111,7868,201
2021/09/11 05:00:00+00,Winnipeg,11,34476,155,33510,811
2021/09/12 05:00:00+00,All,38,59374,494,57675,1205
2021/09/12 05:00:00+00,Interlake-Eastern,1,4389,57,4279,53
2021/09/12 05:00:00+00,Northern,3,8162,134,7972,56
2021/09/12 05:00:00+00,Prairie Mountain Health,4,4137,40,4014,83
2021/09/12 05:00:00+00,Southern Health-Santé Sud,15,8195,111,7883,201
2021/09/12 05:00:00+00,Winnipeg,15,34491,152,33527,812
2021/09/13 05:00:00+00,All,50,59424,503,57716,1205
2021/09/13 05:00:00+00,Interlake-Eastern,3,4392,58,4281,53
2021/09/13 05:00:00+00,Northern,8,8170,138,7976,56
2021/09/13 05:00:00+00,Prairie Mountain Health,8,4145,46,4016,83
2021/09/13 05:00:00+00,Southern Health-Santé Sud,25,8220,117,7902,201
2021/09/13 05:00:00+00,Winnipeg,6,34497,144,33541,812
2021/09/14 05:00:00+00,All,47,59471,500,57765,1206
2021/09/14 05:00:00+00,Interlake-Eastern,6,4398,59,4286,53
2021/09/14 05:00:00+00,Northern,4,8174,135,7983,56
2021/09/14 05:00:00+00,Prairie Mountain Health,2,4147,45,4019,83
2021/09/14 05:00:00+00,Southern Health-Santé Sud,15,8235,111,7922,202
2021/09/14 05:00:00+00,Winnipeg,20,34517,150,33555,812
2021/09/15 05:00:00+00,All,69,59540,525,57809,1206
2021/09/15 05:00:00+00,Interlake-Eastern,6,4404,62,4289,53
2021/09/15 05:00:00+00,Northern,16,8190,143,7991,56
2021/09/15 05:00:00+00,Prairie Mountain Health,11,4158,54,4021,83
2021/09/15 05:00:00+00,Southern Health-Santé Sud,22,8257,119,7936,202
2021/09/15 05:00:00+00,Winnipeg,14,34531,147,33572,812
2021/09/16 05:00:00+00,All,76,59616,533,57876,1207
2021/09/16 05:00:00+00,Interlake-Eastern,12,4416,65,4297,54
2021/09/16 05:00:00+00,Northern,3,8193,142,7995,56
